Course Code,Name,Description,Prerequisites,Corequisites,Exclusions,Recommended_prep,Distribution,Hours,Delivery Mode
ENG337H5,Restoration and 18th-Century Drama,"A study of drama and theatrical performance from 1660-1800, featuring works by authors such as Aphra Behn, Susannah Centlivre, William Congreve, Hannah Cowley, John Gay, George Lillo, Richard Brinsley Sheridan, Richard Steele, and William Wycherley. Students can expect to learn about the modes of drama practiced during this period and their intersection with sexuality and gender, class, economics, politics, colonialism, and national identity. Students will also learn about theatre history, including the advent of female performers, changing theatre construction, the Licensing Act and theatrical censorship, the rise of the celebrity actor, and the popularization of Shakespeare.",1.0 credit in ENG and 3.0 additional credits.,,,,Humanities,36L,In Class
ENG339H5,Early Modern Women Writers,"A study of poems, plays, prose fiction, and polemical works by medieval and early modern writers such as Anne Askew, Mary Wroth, Queen Elizabeth I, Mary Sidney, Amelia Lanyer, Lucy Hutchinson, Hester Pulter, and Margaret Cavendish. Topics may include race, women and science, love poetry from a female perspective, gender and trans studies, renarrations of the story of Eve, sexuality, and editorial history and practice.",1.0 credit in ENG and 3.0 additional credits.,,ENG307H5,,Humanities,36L,In Class
ENG340H5,The Rise of Modern Drama,"A study of plays in English by such dramatists as Oscar Wilde, William Butler Yeats, George Bernard Shaw, John Millington Synge, Susan Glaspell, Langston Hughes, and Eugene O'Neill, as well as plays in translation by such dramatists as Henrik Ibsen, Anton Chekhov, August Strindberg, and Luigi Pirandello.",1.0 credit in ENG and 3.0 additional credits.,,ENG338Y5,,Humanities,36L,In Class
ENG341H5,Modern Drama: Mid Twentieth Century to Present Day,"A study of plays by such dramatists as Samuel Beckett, Arthur Miller, Tennessee Williams, Harold Pinter, Wole Soyinka, and Caryl Churchill, with background readings from other dramatic literatures.",1.0 credit in ENG and 3.0 additional credits.,,ENG338Y5,,Humanities,36L,In Class
ENG342H5,Contemporary Drama,A study of ten or more plays by at least six recent dramatists.,1.0 credit in ENG and 3.0 additional credits.,,ENG339H5,,Humanities,36L,In Class
ENG344H5,Spy Fiction,This course examines the rise and popularization of spy fiction in the twentieth century. It focuses on authors such as Graham Greene and John le Carré within the context of the Cold War and the nuclear stand-off between the Soviet Union and the West.,1.0 credit in ENG and 3.0 additional credits.,,,,Humanities,36L,In Class
ENG345H5,Victorian Poetry,"This course surveys the poetry of the Victorian era in Britain, with a focus on experiments in poetic genre and form, and on the social and political commitments of poetry in a period of colonialism, industrialization, and changing ideas about gender and sexuality. Topics may include lyric and the dramatic monologue, the poetry of political protest, love and sexuality, feminism and queerness, aestheticism and decadence, empire and the emergence of global poetry in English, and pastoral and the poetry of urban life. Poets may include Elizabeth Barrett Browning, Alfred Tennyson, Robert Browning, Matthew Arnold, Christina Rossetti, D. G. Rossetti, Gerard Manley Hopkins, A. C. Swinburne, Toru Dutt, George Meredith, Augusta Webster, Amy Levy, Oscar Wilde, Michael Field, Thomas Hardy, Sarojini Naidu, and many others.",1.0 credit in ENG and 3.0 additional credits.,,ENG347Y5,,Humanities,36L,In Class
ENG347H5,The Nineteenth-Century American Novel,"This course will introduce students to historical and cultural concerns of nineteenth-century America through major subgenres of the novel, including the gothic, the sentimental, realism, and naturalism. Emphasis will be on shifts in the novel across the century as well as the relationship of the nineteenth-century novel to print culture, including serial publication in literary magazines and newspapers. We may also think about how non-fiction texts from this period draw on the conventions of fiction. Authors studied may include Charles Brockden Brown, Fanny Fern, George Lippard, Harriet Beecher Stowe, Charles Chesnutt, Mark Twain, Edith Wharton, and Pauline Hopkins.",1.0 credit in ENG and 3.0 additional credits,,,,Humanities,36L,In Class
ENG348H5,Special Topic in Indigenous Storywork,"Applying decolonial and Indigenous methodologies, students will explore Indigenous texts, media, and/or performances, spanning traditional and innovative forms, genres, and mediums engaged by Indigenous writers and makers. Topics may vary from year to year.",1.0 credit in ENG and 3.0 additional credits.,,,,Humanities,36L,In Class
ENG349H5,Contemporary Poetry,"This course examines works by a variety of contemporary poets, focusing on how their writing participates in contemporary dialogues about art, society, and the larger world.",1.0 credit in ENG and 3.0 additional credits.,,,,Humanities,36L,In Class
ENG350H5,Poetry and Modernism,"Special study of Hopkins, Yeats, Pound, Eliot, Stevens; selections from other poets.",1.0 credit in ENG and 3.0 additional credits.,,ENG348Y5,,Humanities,36L,In Class
ENG352H5,Canadian Drama,"Canadian plays, with emphasis on major playwrights and on developments since 1940, but with attention also to the history of the theatre in Canada.",1.0 credit in ENG and 3.0 additional credits.,,,,Humanities,36L,In Class
